word	count1	flag1	count0	flag0	all	score
远行	8	v	3	v	11	0.45454545454545453
含情	8	n	3	n	11	0.45454545454545453
蒙蒙	8	nr	3	nr	11	0.45454545454545453
滴滴	8	n	3	n	11	0.45454545454545453
悠长	8	z	3	z	11	0.45454545454545453
尘埃	29	n	11	n	40	0.45
一盏	21	m	8	m	29	0.4482758620689655
深邃	13	a	5	a	18	0.4444444444444444
满怀	13	nr	5	nr	18	0.4444444444444444
圣洁	13	a	5	a	18	0.4444444444444444
苍凉	13	a	5	a	18	0.4444444444444444
变幻	13	v	5	v	18	0.4444444444444444
乌镇	13	ns	5	ns	18	0.4444444444444444
自有	13	v	5	v	18	0.4444444444444444
绵绵	18	z	7	z	25	0.44
一束	18	m	7	m	25	0.44
划过	18	v	7	v	25	0.44
春天	151	t	59	t	210	0.4380952380952381
淡然	23	z	9	z	32	0.4375
温情	28	n	11	n	39	0.4358974358974359
蓝天	33	nr	13	nr	46	0.43478260869565216
思绪	58	n	23	n	81	0.43209876543209874
一朵	58	m	23	m	81	0.43209876543209874
清澈	40	a	16	a	56	0.42857142857142855
心境	30	s	12	s	42	0.42857142857142855
世事	20	n	8	n	28	0.42857142857142855
饮	20	n	8	n	28	0.42857142857142855
胸怀	20	n	8	n	28	0.42857142857142855
精灵	15	n	6	n	21	0.42857142857142855
溪流	15	n	6	n	21	0.42857142857142855
掠过	15	v	6	v	21	0.42857142857142855
屋檐	15	n	6	n	21	0.42857142857142855
浅浅	10	a	4	a	14	0.42857142857142855
渡口	10	n	4	n	14	0.42857142857142855
芳菲	10	nrt	4	nrt	14	0.42857142857142855
天涯海角	10	nz	4	nz	14	0.42857142857142855
执	10	v	4	v	14	0.42857142857142855
几片	10	m	4	m	14	0.42857142857142855
翻滚	10	v	4	v	14	0.42857142857142855
年轮	10	n	4	n	14	0.42857142857142855
跌落	10	v	4	v	14	0.42857142857142855
摇摆	10	v	4	v	14	0.42857142857142855
漾	10	v	4	v	14	0.42857142857142855
江南	112	ns	45	ns	157	0.4267515923566879
今生	62	t	25	t	87	0.42528735632183906
绿	64	a	26	a	90	0.4222222222222222
蜿蜒	22	v	9	v	31	0.41935483870967744
驻足	22	v	9	v	31	0.41935483870967744
一片片	22	m	9	m	31	0.41935483870967744
山水	39	ns	16	ns	55	0.41818181818181815
旋律	17	n	7	n	24	0.4166666666666667
碧绿	17	z	7	z	24	0.4166666666666667
缘	29	n	12	n	41	0.4146341463414634
荡漾	29	v	12	v	41	0.4146341463414634
夜	65	t	27	t	92	0.41304347826086957
寂静	36	a	15	a	51	0.4117647058823529
青	24	n	10	n	34	0.4117647058823529
无言	24	c	10	c	34	0.4117647058823529
弥漫着	12	l	5	l	17	0.4117647058823529
旅程	12	n	5	n	17	0.4117647058823529
飘飘	12	z	5	z	17	0.4117647058823529
雨滴	12	n	5	n	17	0.4117647058823529
余晖	12	nr	5	nr	17	0.4117647058823529
站立	12	v	5	v	17	0.4117647058823529
霜	12	n	5	n	17	0.4117647058823529
无需	12	v	5	v	17	0.4117647058823529
夜幕	12	n	5	n	17	0.4117647058823529
姿态	31	n	13	n	44	0.4090909090909091
淡淡	31	z	13	z	44	0.4090909090909091
相伴	38	v	16	v	54	0.4074074074074074
牡丹	26	ns	11	ns	37	0.40540540540540543
醉	73	v	31	v	104	0.40384615384615385
月亮	42	n	18	n	60	0.4
淡	28	a	12	a	40	0.4
阵阵	28	q	12	q	40	0.4
昨日	21	t	9	t	30	0.4
覆盖	14	v	6	v	20	0.4
梦幻	14	n	6	n	20	0.4
那一	14	r	6	r	20	0.4
呼啸	14	v	6	v	20	0.4
绚丽	14	a	6	a	20	0.4
沉睡	14	v	6	v	20	0.4
一块块	7	d	3	d	10	0.4
涩	7	a	3	a	10	0.4
相望	7	v	3	v	10	0.4
盛放	7	v	3	v	10	0.4
尘	7	ng	3	ng	10	0.4
倾尽	7	v	3	v	10	0.4
愈发	7	d	3	d	10	0.4
钟情	7	n	3	n	10	0.4
万般	7	a	3	a	10	0.4
生灵	7	n	3	n	10	0.4
鸟语花香	7	n	3	n	10	0.4
小桥流水	7	ns	3	ns	10	0.4
白白的	7	z	3	z	10	0.4
凉风	7	n	3	n	10	0.4
溢	7	v	3	v	10	0.4
绵长	7	n	3	n	10	0.4
情爱	7	n	3	n	10	0.4
闹市	7	v	3	v	10	0.4
麦苗	7	nr	3	nr	10	0.4
恍然	7	d	3	d	10	0.4
一世	30	t	13	t	43	0.3953488372093023
朦胧	39	a	17	a	56	0.39285714285714285
原野	16	n	7	n	23	0.391304347826087
高楼	16	n	7	n	23	0.391304347826087
相惜	9	v	4	v	13	0.38461538461538464
动听	9	v	4	v	13	0.38461538461538464
装扮	9	v	4	v	13	0.38461538461538464
萋	9	x	4	x	13	0.38461538461538464
蹉跎	9	v	4	v	13	0.38461538461538464
窒息	9	v	4	v	13	0.38461538461538464
枫叶	9	n	4	n	13	0.38461538461538464
水珠	9	n	4	n	13	0.38461538461538464
残缺	9	a	4	a	13	0.38461538461538464
有如	9	v	4	v	13	0.38461538461538464
花蕾	9	nr	4	nr	13	0.38461538461538464
流过	9	v	4	v	13	0.38461538461538464
唰	9	x	4	x	13	0.38461538461538464
一幕幕	9	n	4	n	13	0.38461538461538464
暮春	9	t	4	t	13	0.38461538461538464
沉静	9	a	4	a	13	0.38461538461538464
深情	47	n	21	n	68	0.38235294117647056
人间	98	n	44	n	142	0.38028169014084506
夏季	20	t	9	t	29	0.3793103448275862
韵味	20	n	9	n	29	0.3793103448275862
挽	11	v	5	v	16	0.375
北风	11	ns	5	ns	16	0.375
找寻	11	v	5	v	16	0.375
回荡	11	v	5	v	16	0.375
灵性	11	n	5	n	16	0.375
挺拔	11	v	5	v	16	0.375
天际	11	n	5	n	16	0.375
溢出	11	v	5	v	16	0.375
十指	11	j	5	j	16	0.375
吹拂	11	v	5	v	16	0.375
亦	112	d	51	d	163	0.37423312883435583
四月	52	m	24	m	76	0.3684210526315789
荒芜	13	a	6	a	19	0.3684210526315789
灯笼	13	n	6	n	19	0.3684210526315789
知名	13	v	6	v	19	0.3684210526315789
一串串	13	n	6	n	19	0.3684210526315789
呼唤	28	nr	13	nr	41	0.36585365853658536
温馨	43	nr	20	nr	63	0.36507936507936506
千里	30	q	14	q	44	0.36363636363636365
安好	15	a	7	a	22	0.36363636363636365
开花	15	n	7	n	22	0.36363636363636365
黄昏	38	t	18	t	56	0.35714285714285715
好似	21	v	10	v	31	0.3548387096774194
春光	21	n	10	n	31	0.3548387096774194
草木	23	n	11	n	34	0.35294117647058826
透明	23	v	11	v	34	0.35294117647058826
风雨	52	n	25	n	77	0.35064935064935066
泥土	27	n	13	n	40	0.35
菊花	31	n	15	n	46	0.34782608695652173
金色	33	n	16	n	49	0.3469387755102041
黄河	35	ns	17	ns	52	0.34615384615384615
河水	37	ns	18	ns	55	0.34545454545454546
犹如	49	v	24	v	73	0.3424657534246575
弥漫	26	v	13	v	39	0.3333333333333333
散落	20	v	10	v	30	0.3333333333333333
青山	20	ns	10	ns	30	0.3333333333333333
槐花	20	n	10	n	30	0.3333333333333333
淹没	16	v	8	v	24	0.3333333333333333
清明	16	a	8	a	24	0.3333333333333333
别样	14	r	7	r	21	0.3333333333333333
光线	14	n	7	n	21	0.3333333333333333
晴天	14	nz	7	nz	21	0.3333333333333333
内心深处	14	i	7	i	21	0.3333333333333333
沙滩	14	nr	7	nr	21	0.3333333333333333
路灯	14	n	7	n	21	0.3333333333333333
色	12	ng	6	ng	18	0.3333333333333333
细数	12	n	6	n	18	0.3333333333333333
废墟	12	n	6	n	18	0.3333333333333333
群山	12	n	6	n	18	0.3333333333333333
倾	10	v	5	v	15	0.3333333333333333
悬崖	10	n	5	n	15	0.3333333333333333
初见	10	v	5	v	15	0.3333333333333333
遐想	10	v	5	v	15	0.3333333333333333
发芽	10	v	5	v	15	0.3333333333333333
逝	10	vg	5	vg	15	0.3333333333333333
绿树	10	n	5	n	15	0.3333333333333333
云彩	10	nr	5	nr	15	0.3333333333333333
裸露	10	v	5	v	15	0.3333333333333333
入眠	8	v	4	v	12	0.3333333333333333
飘起	8	v	4	v	12	0.3333333333333333
一颗颗	8	n	4	n	12	0.3333333333333333
漩涡	8	n	4	n	12	0.3333333333333333
打湿	8	v	4	v	12	0.3333333333333333
一条条	8	l	4	l	12	0.3333333333333333
放慢	8	v	4	v	12	0.3333333333333333
单调	8	n	4	n	12	0.3333333333333333
思	8	n	4	n	12	0.3333333333333333
缀	8	v	4	v	12	0.3333333333333333
干枯	8	v	4	v	12	0.3333333333333333
丑陋	8	a	4	a	12	0.3333333333333333
枝干	8	n	4	n	12	0.3333333333333333
单薄	8	a	4	a	12	0.3333333333333333
踪迹	8	n	4	n	12	0.3333333333333333
雨季	8	t	4	t	12	0.3333333333333333
飘散	8	v	4	v	12	0.3333333333333333
咀嚼	8	v	4	v	12	0.3333333333333333
升腾	8	v	4	v	12	0.3333333333333333
街巷	8	n	4	n	12	0.3333333333333333
两颗	6	m	3	m	9	0.3333333333333333
沉沉	6	a	3	a	9	0.3333333333333333
清澈见底	6	l	3	l	9	0.3333333333333333
伸展	6	v	3	v	9	0.3333333333333333
惟有	6	b	3	b	9	0.3333333333333333
凝结	6	v	3	v	9	0.3333333333333333
却不曾	6	d	3	d	9	0.3333333333333333
安逸	6	nr	3	nr	9	0.3333333333333333
远眺	6	v	3	v	9	0.3333333333333333
交汇	6	n	3	n	9	0.3333333333333333
霏霏	6	z	3	z	9	0.3333333333333333
睡梦中	6	n	3	n	9	0.3333333333333333
谱写	6	v	3	v	9	0.3333333333333333
步履	6	nr	3	nr	9	0.3333333333333333
山石	6	n	3	n	9	0.3333333333333333
灌木	6	n	3	n	9	0.3333333333333333
刻画	6	n	3	n	9	0.3333333333333333
闲适	6	a	3	a	9	0.3333333333333333
掩映	6	v	3	v	9	0.3333333333333333
俱	6	dg	3	dg	9	0.3333333333333333
眉梢	6	n	3	n	9	0.3333333333333333
入怀	6	v	3	v	9	0.3333333333333333
满身	6	v	3	v	9	0.3333333333333333
逍遥	6	a	3	a	9	0.3333333333333333
幻化	6	n	3	n	9	0.3333333333333333
朝朝暮暮	6	i	3	i	9	0.3333333333333333
锦	6	ng	3	ng	9	0.3333333333333333
一声声	6	m	3	m	9	0.3333333333333333
般的	49	u	25	u	74	0.32432432432432434
时光	217	n	112	n	329	0.3191489361702128
流水	31	n	16	n	47	0.3191489361702128
优雅	29	a	15	a	44	0.3181818181818182
叶	27	n	14	n	41	0.3170731707317073
天空	119	n	62	n	181	0.3149171270718232
追逐	23	v	12	v	35	0.3142857142857143
七月	21	t	11	t	32	0.3125
冬日	21	t	11	t	32	0.3125
风吹	21	v	11	v	32	0.3125
寻	38	v	20	v	58	0.3103448275862069
一地	19	u	10	u	29	0.3103448275862069
舞	34	n	18	n	52	0.3076923076923077
渐远	17	d	9	d	26	0.3076923076923077
璀璨	17	z	9	z	26	0.3076923076923077
清脆	15	a	8	a	23	0.30434782608695654
寻觅	15	v	8	v	23	0.30434782608695654
一朵花	15	n	8	n	23	0.30434782608695654
潮湿	15	a	8	a	23	0.30434782608695654
农家	15	n	8	n	23	0.30434782608695654
依稀	15	d	8	d	23	0.30434782608695654
兮	15	y	8	y	23	0.30434782608695654
沧桑	54	ns	29	ns	83	0.30120481927710846
蝴蝶	26	n	14	n	40	0.3
萦绕	13	v	7	v	20	0.3
滑落	13	v	7	v	20	0.3
小草	13	n	7	n	20	0.3
惊艳	13	a	7	a	20	0.3
缝隙	13	n	7	n	20	0.3
一幅	50	d	27	d	77	0.2987012987012987
色彩	37	n	20	n	57	0.2982456140350877
满地	24	n	13	n	37	0.2972972972972973
窗	24	n	13	n	37	0.2972972972972973
油菜花	22	n	12	n	34	0.29411764705882354
茫茫	22	z	12	z	34	0.29411764705882354
白雪	11	nr	6	nr	17	0.29411764705882354
曲折	11	a	6	a	17	0.29411764705882354
何尝	11	d	6	d	17	0.29411764705882354
情不自禁	11	i	6	i	17	0.29411764705882354
鲜艳	11	a	6	a	17	0.29411764705882354
独	11	v	6	v	17	0.29411764705882354
镌刻	11	v	6	v	17	0.29411764705882354
弦	11	n	6	n	17	0.29411764705882354
叶片	11	n	6	n	17	0.29411764705882354
夕阳	42	ns	23	ns	65	0.2923076923076923
秋天	62	t	34	t	96	0.2916666666666667
静	20	nr	11	nr	31	0.2903225806451613
明亮	20	a	11	a	31	0.2903225806451613
小镇	29	nr	16	nr	45	0.28888888888888886
海	27	n	15	n	42	0.2857142857142857
华丽	9	nr	5	nr	14	0.2857142857142857
珍珠	9	n	5	n	14	0.2857142857142857
阴霾	9	n	5	n	14	0.2857142857142857
舒畅	9	a	5	a	14	0.2857142857142857
化成	9	v	5	v	14	0.2857142857142857
回顾	9	v	5	v	14	0.2857142857142857
那场	9	mq	5	mq	14	0.2857142857142857
山间	9	n	5	n	14	0.2857142857142857
许下	9	m	5	m	14	0.2857142857142857
火焰	9	n	5	n	14	0.2857142857142857
乍	9	d	5	d	14	0.2857142857142857
河岸	9	s	5	s	14	0.2857142857142857
一匹	9	m	5	m	14	0.2857142857142857
波澜	9	nz	5	nz	14	0.2857142857142857
青石板	9	n	5	n	14	0.2857142857142857
如	418	v	234	v	652	0.2822085889570552
/	25	x	14	x	39	0.28205128205128205
尽情	25	d	14	d	39	0.28205128205128205
升起	25	v	14	v	39	0.28205128205128205
其间	16	r	9	r	25	0.28
玫瑰	16	n	9	n	25	0.28
涌动	16	v	9	v	25	0.28
光芒	23	n	13	n	36	0.2777777777777778
点缀	14	v	8	v	22	0.2727272727272727
风儿	14	n	8	n	22	0.2727272727272727
许许多多	14	m	8	m	22	0.2727272727272727
倾城	7	n	4	n	11	0.2727272727272727
而至	7	c	4	c	11	0.2727272727272727
雨天	7	t	4	t	11	0.2727272727272727
朴素	7	nr	4	nr	11	0.2727272727272727
捻	7	v	4	v	11	0.2727272727272727
一体	7	n	4	n	11	0.2727272727272727
汹涌	7	v	4	v	11	0.2727272727272727
宽厚	7	a	4	a	11	0.2727272727272727
恰似	7	a	4	a	11	0.2727272727272727
永	7	d	4	d	11	0.2727272727272727
人儿	7	n	4	n	11	0.2727272727272727
填满	7	v	4	v	11	0.2727272727272727
余生	7	nr	4	nr	11	0.2727272727272727
黯淡	7	z	4	z	11	0.2727272727272727
流下	7	v	4	v	11	0.2727272727272727
阙	7	q	4	q	11	0.2727272727272727
酸楚	7	a	4	a	11	0.2727272727272727
芳	7	nr	4	nr	11	0.2727272727272727
徐志摩	7	nr	4	nr	11	0.2727272727272727
沏	7	v	4	v	11	0.2727272727272727
车水马龙	7	nr	4	nr	11	0.2727272727272727
汩汩	7	o	4	o	11	0.2727272727272727
落满	7	v	4	v	11	0.2727272727272727
密密麻麻	7	z	4	z	11	0.2727272727272727
感怀	7	v	4	v	11	0.2727272727272727
瓦房	7	n	4	n	11	0.2727272727272727
寒意	7	n	4	n	11	0.2727272727272727
涂抹	7	nr	4	nr	11	0.2727272727272727
空中	26	s	15	s	41	0.2682926829268293
冬季	26	t	15	t	41	0.2682926829268293
静静地	57	z	33	z	90	0.26666666666666666
聆听	38	v	22	v	60	0.26666666666666666
歌唱	19	n	11	n	30	0.26666666666666666
最美	69	a	40	a	109	0.26605504587155965
无悔	12	v	7	v	19	0.2631578947368421
斑斓	12	z	7	z	19	0.2631578947368421
灵动	17	a	10	a	27	0.25925925925925924
游子	17	n	10	n	27	0.25925925925925924
沉淀	22	v	13	v	35	0.2571428571428571
袭	22	v	13	v	35	0.2571428571428571
散发	22	v	13	v	35	0.2571428571428571
一滴	22	m	13	m	35	0.2571428571428571
午后	22	t	13	t	35	0.2571428571428571
小河	27	nr	16	nr	43	0.2558139534883721
般	69	u	41	u	110	0.2545454545454545
风景	112	n	67	n	179	0.25139664804469275
君	15	n	9	n	24	0.25
长河	10	ns	6	ns	16	0.25
放飞	10	v	6	v	16	0.25
饱满	10	v	6	v	16	0.25
泛黄	10	j	6	j	16	0.25
化为	10	v	6	v	16	0.25
义无反顾	10	i	6	i	16	0.25
泉水	10	ns	6	ns	16	0.25
小船	5	n	3	n	8	0.25
一汪	5	m	3	m	8	0.25
无须	5	d	3	d	8	0.25
舞姿	5	n	3	n	8	0.25
炙热	5	a	3	a	8	0.25
泪痕	5	n	3	n	8	0.25
不开	5	v	3	v	8	0.25
转瞬即逝	5	i	3	i	8	0.25
埋葬	5	v	3	v	8	0.25
荣辱	5	n	3	n	8	0.25
圆润	5	n	3	n	8	0.25
之南	5	f	3	f	8	0.25
双臂	5	n	3	n	8	0.25
痛楚	5	a	3	a	8	0.25
迷雾	5	n	3	n	8	0.25
碧蓝	5	z	3	z	8	0.25
含苞待放	5	i	3	i	8	0.25
静寂	5	z	3	z	8	0.25
狭窄	5	a	3	a	8	0.25
随缘	5	n	3	n	8	0.25
不尽相同	5	i	3	i	8	0.25
侵袭	5	v	3	v	8	0.25
天子	5	n	3	n	8	0.25
连环	5	vn	3	vn	8	0.25
浪漫	73	a	44	a	117	0.24786324786324787
闪烁	28	v	17	v	45	0.24444444444444444
斑驳	23	z	14	z	37	0.24324324324324326
灵魂	90	n	55	n	145	0.2413793103448276
迷人	18	n	11	n	29	0.2413793103448276
风情	18	n	11	n	29	0.2413793103448276
赞美	13	ns	8	ns	21	0.23809523809523808
槐树	13	n	8	n	21	0.23809523809523808
行走	47	v	29	v	76	0.23684210526315788
守候	21	n	13	n	34	0.23529411764705882
品味	21	n	13	n	34	0.23529411764705882
徘徊	29	v	18	v	47	0.23404255319148937
歌	37	n	23	n	60	0.23333333333333334
飘	32	v	20	v	52	0.23076923076923078
流动	16	vn	10	vn	26	0.23076923076923078
安然	16	nr	10	nr	26	0.23076923076923078
珍藏	8	ns	5	ns	13	0.23076923076923078
挥之不去	8	l	5	l	13	0.23076923076923078
祥和	8	nrfg	5	nrfg	13	0.23076923076923078
草丛	8	n	5	n	13	0.23076923076923078
消散	8	v	5	v	13	0.23076923076923078
数着	8	m	5	m	13	0.23076923076923078
游动	8	vn	5	vn	13	0.23076923076923078
影	8	vn	5	vn	13	0.23076923076923078
茂密	8	a	5	a	13	0.23076923076923078
红花	8	n	5	n	13	0.23076923076923078
无数个	8	m	5	m	13	0.23076923076923078
彩云	8	n	5	n	13	0.23076923076923078
风采	8	n	5	n	13	0.23076923076923078
蜜蜂	8	n	5	n	13	0.23076923076923078
镶嵌	8	v	5	v	13	0.23076923076923078
夹杂着	8	v	5	v	13	0.23076923076923078
衣袖	8	n	5	n	13	0.23076923076923078
沉醉在	8	i	5	i	13	0.23076923076923078
涌	8	v	5	v	13	0.23076923076923078
豁达	8	a	5	a	13	0.23076923076923078
独处	8	d	5	d	13	0.23076923076923078
远方	51	s	32	s	83	0.2289156626506024
大地	51	n	32	n	83	0.2289156626506024
寒风	27	n	17	n	44	0.22727272727272727
世间	46	n	29	n	75	0.22666666666666666
永恒	38	z	24	z	62	0.22580645161290322
迷失	19	v	12	v	31	0.22580645161290322
离别	41	v	26	v	67	0.22388059701492538
雪	104	n	66	n	170	0.2235294117647059
一棵	33	m	21	m	54	0.2222222222222222
延伸	11	v	7	v	18	0.2222222222222222
笼罩	11	v	7	v	18	0.2222222222222222
心碎	11	v	7	v	18	0.2222222222222222
安宁	11	ns	7	ns	18	0.2222222222222222
阻挡	11	v	7	v	18	0.2222222222222222
意境	11	n	7	n	18	0.2222222222222222
一道道	11	mq	7	mq	18	0.2222222222222222
阳光	179	nr	114	nr	293	0.22184300341296928
水中	25	s	16	s	41	0.21951219512195122
窗外	53	s	34	s	87	0.21839080459770116
清新	34	a	22	a	56	0.21428571428571427
过往	34	t	22	t	56	0.21428571428571427
我心	17	n	11	n	28	0.21428571428571427
苍老	17	a	11	a	28	0.21428571428571427
相爱	23	v	15	v	38	0.21052631578947367
之上	23	f	15	f	38	0.21052631578947367
嗅	26	n	17	n	43	0.20930232558139536
田野	29	nr	19	nr	48	0.20833333333333334
往事	47	v	31	v	78	0.20512820512820512
一场	145	m	96	m	241	0.2033195020746888
心事	36	n	24	n	60	0.2
树叶	24	n	16	n	40	0.2
厚重	21	a	14	a	35	0.2
流逝	18	v	12	v	30	0.2
融化	15	vn	10	vn	25	0.2
依	15	v	10	v	25	0.2
十里	15	m	10	m	25	0.2
留恋	12	v	8	v	20	0.2
路途	12	n	8	n	20	0.2
描绘	12	v	8	v	20	0.2
高雅	9	nr	6	nr	15	0.2
红颜	9	nr	6	nr	15	0.2
甜甜的	9	z	6	z	15	0.2
谷雨	9	nr	6	nr	15	0.2
停歇	9	v	6	v	15	0.2
痴心	9	n	6	n	15	0.2
雕刻	9	n	6	n	15	0.2
远近	6	t	4	t	10	0.2
梦醒	6	v	4	v	10	0.2
丰收	6	v	4	v	10	0.2
驱赶	6	v	4	v	10	0.2
缘份	6	n	4	n	10	0.2
别致	6	v	4	v	10	0.2
渡	6	v	4	v	10	0.2
品格	6	n	4	n	10	0.2
忘不掉	6	v	4	v	10	0.2
终将	6	d	4	d	10	0.2
茂盛	6	a	4	a	10	0.2
山岗	6	ns	4	ns	10	0.2
滴滴答答	6	o	4	o	10	0.2
何物	6	n	4	n	10	0.2
大河	6	ns	4	ns	10	0.2
春夏秋冬	6	nr	4	nr	10	0.2
靓丽	6	a	4	a	10	0.2
醇香	6	nz	4	nz	10	0.2
干燥	6	a	4	a	10	0.2
筑	6	v	4	v	10	0.2
不休	6	v	4	v	10	0.2
使者	6	n	4	n	10	0.2
变换	6	v	4	v	10	0.2
目睹	6	v	4	v	10	0.2
稀疏	6	a	4	a	10	0.2
歇息	6	v	4	v	10	0.2
悲欢离合	6	i	4	i	10	0.2
凝固	6	v	4	v	10	0.2
修长	6	v	4	v	10	0.2
云淡风轻	6	i	4	i	10	0.2
众生	6	n	4	n	10	0.2
一线	6	m	4	m	10	0.2
相扣	6	v	4	v	10	0.2
吱	6	o	4	o	10	0.2
并肩	6	d	4	d	10	0.2
不散	6	v	4	v	10	0.2
浮沉	6	a	4	a	10	0.2
白开水	6	nr	4	nr	10	0.2
张望	6	nr	4	nr	10	0.2
而下	6	c	4	c	10	0.2
屋后	6	s	4	s	10	0.2
势	6	ng	4	ng	10	0.2
落成	6	v	4	v	10	0.2
一首	46	m	31	m	77	0.19480519480519481
温柔	75	a	51	a	126	0.19047619047619047
人心	22	n	15	n	37	0.1891891891891892
任	41	r	28	r	69	0.18840579710144928
而来	19	c	13	c	32	0.1875
心上	19	s	13	s	32	0.1875
泛起	16	v	11	v	27	0.18518518518518517
池塘	16	ns	11	ns	27	0.18518518518518517
黄色	16	n	11	n	27	0.18518518518518517
无声	26	d	18	d	44	0.18181818181818182
上空	13	v	9	v	22	0.18181818181818182
刻骨铭心	13	i	9	i	22	0.18181818181818182
起伏	13	v	9	v	22	0.18181818181818182
痕迹	36	n	25	n	61	0.18032786885245902
世俗	23	n	16	n	39	0.1794871794871795
柔软	30	a	21	a	51	0.17647058823529413
跌跌撞撞	10	z	7	z	17	0.17647058823529413
抑或	10	c	7	c	17	0.17647058823529413
尘土	10	n	7	n	17	0.17647058823529413
盛大	10	b	7	b	17	0.17647058823529413
凉意	10	n	7	n	17	0.17647058823529413
不语	10	n	7	n	17	0.17647058823529413
偶	10	d	7	d	17	0.17647058823529413
此起彼伏	10	i	7	i	17	0.17647058823529413
忧郁	17	a	12	a	29	0.1724137931034483
停留	28	v	20	v	48	0.16666666666666666
清水	14	n	10	n	24	0.16666666666666666
长城	14	ns	10	ns	24	0.16666666666666666
挥洒	7	v	5	v	12	0.16666666666666666
火红	7	z	5	z	12	0.16666666666666666
滋养	7	v	5	v	12	0.16666666666666666
熏	7	v	5	v	12	0.16666666666666666
荡	7	v	5	v	12	0.16666666666666666
浑浊	7	a	5	a	12	0.16666666666666666
孤零零	7	z	5	z	12	0.16666666666666666
置身于	7	l	5	l	12	0.16666666666666666
淳朴	7	a	5	a	12	0.16666666666666666
小村	7	n	5	n	12	0.16666666666666666
原以为	7	nr	5	nr	12	0.16666666666666666
夕阳西下	7	ns	5	ns	12	0.16666666666666666
无暇	7	d	5	d	12	0.16666666666666666
妙	7	a	5	a	12	0.16666666666666666
豪迈	7	a	5	a	12	0.16666666666666666
相连	7	d	5	d	12	0.16666666666666666
看透	7	v	5	v	12	0.16666666666666666
无穷	7	d	5	d	12	0.16666666666666666
薄薄的	7	z	5	z	12	0.16666666666666666
烙	7	v	5	v	12	0.16666666666666666
浩瀚	7	a	5	a	12	0.16666666666666666
书香	7	n	5	n	12	0.16666666666666666
默然	7	d	5	d	12	0.16666666666666666
华	7	j	5	j	12	0.16666666666666666
波	7	ns	5	ns	12	0.16666666666666666
温暖	145	an	104	an	249	0.1646586345381526
开放	32	v	23	v	55	0.16363636363636364
青春	126	ns	91	ns	217	0.16129032258064516
而今	18	t	13	t	31	0.16129032258064516
不离	18	v	13	v	31	0.16129032258064516
孤独	87	a	63	a	150	0.16
气息	40	n	29	n	69	0.15942028985507245
散	40	v	29	v	69	0.15942028985507245
三月	33	m	24	m	57	0.15789473684210525
美景	22	n	16	n	38	0.15789473684210525
脸庞	22	n	16	n	38	0.15789473684210525
遇	11	v	8	v	19	0.15789473684210525
时空	11	n	8	n	19	0.15789473684210525
微弱	11	a	8	a	19	0.15789473684210525
盘旋	11	v	8	v	19	0.15789473684210525
春天里	11	nr	8	nr	19	0.15789473684210525
唯	11	b	8	b	19	0.15789473684210525
衣	11	n	8	n	19	0.15789473684210525
小花	11	n	8	n	19	0.15789473684210525
变迁	11	vn	8	vn	19	0.15789473684210525
遇见	81	v	59	v	140	0.15714285714285714
白色	48	n	35	n	83	0.1566265060240964
梦	218	n	159	n	377	0.15649867374005305
大海	26	ns	19	ns	45	0.15555555555555556
苍白	15	z	11	z	26	0.15384615384615385
动人	15	n	11	n	26	0.15384615384615385
风光	19	n	14	n	33	0.15151515151515152
行人	19	n	14	n	33	0.15151515151515152
远去	23	t	17	t	40	0.15
踏	27	v	20	v	47	0.14893617021276595
夜晚	60	t	45	t	105	0.14285714285714285
流	48	n	36	n	84	0.14285714285714285
金黄	24	nr	18	nr	42	0.14285714285714285
竹	24	ng	18	ng	42	0.14285714285714285
迷茫	20	z	15	z	35	0.14285714285714285
不弃	16	v	12	v	28	0.14285714285714285
渐	16	d	12	d	28	0.14285714285714285
暖暖的	16	z	12	z	28	0.14285714285714285
降临	12	v	9	v	21	0.14285714285714285
残留	12	v	9	v	21	0.14285714285714285
自古	12	d	9	d	21	0.14285714285714285
千古	12	ns	9	ns	21	0.14285714285714285
痴迷	12	v	9	v	21	0.14285714285714285
熙熙攘攘	8	i	6	i	14	0.14285714285714285
光滑	8	a	6	a	14	0.14285714285714285
相拥	8	v	6	v	14	0.14285714285714285
哀伤	8	v	6	v	14	0.14285714285714285
诗篇	8	n	6	n	14	0.14285714285714285
冷暖	8	an	6	an	14	0.14285714285714285
遮住	8	v	6	v	14	0.14285714285714285
触	8	v	6	v	14	0.14285714285714285
歘	8	x	6	x	14	0.14285714285714285
宿命	8	n	6	n	14	0.14285714285714285
轻快	8	d	6	d	14	0.14285714285714285
深藏	8	ns	6	ns	14	0.14285714285714285
体味	8	n	6	n	14	0.14285714285714285
慈悲	8	a	6	a	14	0.14285714285714285
眷顾	8	v	6	v	14	0.14285714285714285
沸腾	8	v	6	v	14	0.14285714285714285
微波	4	n	3	n	7	0.14285714285714285
本该	4	d	3	d	7	0.14285714285714285
绽开	4	v	3	v	7	0.14285714285714285
滚滚红尘	4	l	3	l	7	0.14285714285714285
总有	4	v	3	v	7	0.14285714285714285
周而复始	4	i	3	i	7	0.14285714285714285
草长	4	n	3	n	7	0.14285714285714285
沉入	4	v	3	v	7	0.14285714285714285
惜	4	vg	3	vg	7	0.14285714285714285
独享	4	v	3	v	7	0.14285714285714285
