Word	Docfreq_0	Docfreq_1	score
阳光	110	648	0.7097625329815304
窗外	32	188	0.7090909090909091
迷茫	13	76	0.7078651685393258
清新	24	140	0.7073170731707317
色彩	24	140	0.7073170731707317
黄昏	22	128	0.7066666666666667
安然	11	64	0.7066666666666667
玫瑰	11	64	0.7066666666666667
温柔	49	284	0.7057057057057057
小鸟	9	52	0.7049180327868853
竹	9	52	0.7049180327868853
痕迹	25	144	0.7041420118343196
大海	16	92	0.7037037037037037
屋檐	14	80	0.7021276595744681
世俗	14	80	0.7021276595744681
微弱	7	40	0.7021276595744681
时时	7	40	0.7021276595744681
跌跌撞撞	7	40	0.7021276595744681
矗立	7	40	0.7021276595744681
此起彼伏	7	40	0.7021276595744681
交替	7	40	0.7021276595744681
融	7	40	0.7021276595744681
凉意	7	40	0.7021276595744681
盎然	7	40	0.7021276595744681
丈	7	40	0.7021276595744681
降临	12	68	0.7
黄色	12	68	0.7
往事	34	192	0.6991150442477876
浓	20	112	0.696969696969697
停留	20	112	0.696969696969697
相爱	15	84	0.696969696969697
水中	15	84	0.696969696969697
笼罩	10	56	0.696969696969697
豁达	5	28	0.696969696969697
祥和	5	28	0.696969696969697
浩瀚	5	28	0.696969696969697
悬崖	5	28	0.696969696969697
滋养	5	28	0.696969696969697
长城	5	28	0.696969696969697
掩	5	28	0.696969696969697
火红	5	28	0.696969696969697
孤零零	5	28	0.696969696969697
豪迈	5	28	0.696969696969697
薄薄的	5	28	0.696969696969697
浑浊	5	28	0.696969696969697
河岸	5	28	0.696969696969697
紫	5	28	0.696969696969697
步履	5	28	0.696969696969697
暴雨	5	28	0.696969696969697
叶片	5	28	0.696969696969697
淳朴	5	28	0.696969696969697
化	13	72	0.6941176470588235
仰望	13	72	0.6941176470588235
黄河	13	72	0.6941176470588235
气息	29	160	0.6931216931216931
茫茫	24	132	0.6923076923076923
永恒	24	132	0.6923076923076923
行人	16	88	0.6923076923076923
之上	16	88	0.6923076923076923
无声	16	88	0.6923076923076923
轻轻的	8	44	0.6923076923076923
羞涩	8	44	0.6923076923076923
柳	8	44	0.6923076923076923
残留	8	44	0.6923076923076923
过往	22	120	0.6901408450704225
奔跑	11	60	0.6901408450704225
思	11	60	0.6901408450704225
忧郁	11	60	0.6901408450704225
清晨	28	152	0.6888888888888889
漫漫	14	76	0.6888888888888889
无尽	14	76	0.6888888888888889
厚重	14	76	0.6888888888888889
黄	34	184	0.6880733944954128
柔软	20	108	0.6875
落	150	808	0.6868475991649269
散	48	256	0.6842105263157895
徘徊	18	96	0.6842105263157895
誓言	15	80	0.6842105263157895
偶	9	48	0.6842105263157895
刻骨铭心	9	48	0.6842105263157895
熙熙攘攘	6	32	0.6842105263157895
流过	6	32	0.6842105263157895
山野	6	32	0.6842105263157895
眷顾	6	32	0.6842105263157895
诗篇	6	32	0.6842105263157895
槐树	6	32	0.6842105263157895
哀伤	6	32	0.6842105263157895
光滑	6	32	0.6842105263157895
涂	6	32	0.6842105263157895
窗台	6	32	0.6842105263157895
目	3	16	0.6842105263157895
闷热	3	16	0.6842105263157895
山里人	3	16	0.6842105263157895
夜半	3	16	0.6842105263157895
绕道	3	16	0.6842105263157895
浑厚	3	16	0.6842105263157895
水波	3	16	0.6842105263157895
天意	3	16	0.6842105263157895
皓月	3	16	0.6842105263157895
村头	3	16	0.6842105263157895
房前	3	16	0.6842105263157895
碎碎	3	16	0.6842105263157895
佛家	3	16	0.6842105263157895
褶皱	3	16	0.6842105263157895
斑斑	3	16	0.6842105263157895
贴切	3	16	0.6842105263157895
抒情	3	16	0.6842105263157895
对峙	3	16	0.6842105263157895
找寻	3	16	0.6842105263157895
放逐	3	16	0.6842105263157895
童真	3	16	0.6842105263157895
平添	3	16	0.6842105263157895
转瞬	3	16	0.6842105263157895
晴空	3	16	0.6842105263157895
周而复始	3	16	0.6842105263157895
古典	3	16	0.6842105263157895
烟云	3	16	0.6842105263157895
鲜红	3	16	0.6842105263157895
初秋	3	16	0.6842105263157895
宠儿	3	16	0.6842105263157895
谋	3	16	0.6842105263157895
甘露	3	16	0.6842105263157895
鸡龙河	3	16	0.6842105263157895
云霄	3	16	0.6842105263157895
唐朝	3	16	0.6842105263157895
良药	3	16	0.6842105263157895
杰作	3	16	0.6842105263157895
撕裂	3	16	0.6842105263157895
西北角	3	16	0.6842105263157895
泪珠	3	16	0.6842105263157895
哗啦啦	3	16	0.6842105263157895
不予	3	16	0.6842105263157895
衣襟	3	16	0.6842105263157895
晚间	3	16	0.6842105263157895
许诺	3	16	0.6842105263157895
低谷	3	16	0.6842105263157895
舒心	3	16	0.6842105263157895
院内	3	16	0.6842105263157895
拨开	3	16	0.6842105263157895
迷恋	3	16	0.6842105263157895
天长地久	3	16	0.6842105263157895
炉火	3	16	0.6842105263157895
逝者	3	16	0.6842105263157895
夫	3	16	0.6842105263157895
含情脉脉	3	16	0.6842105263157895
远近	3	16	0.6842105263157895
裂缝	3	16	0.6842105263157895
分割	3	16	0.6842105263157895
浮想联翩	3	16	0.6842105263157895
漂流	3	16	0.6842105263157895
转瞬即逝	3	16	0.6842105263157895
岩石	3	16	0.6842105263157895
快感	3	16	0.6842105263157895
仰视	3	16	0.6842105263157895
凡人	3	16	0.6842105263157895
摇摇晃晃	3	16	0.6842105263157895
窈窕	3	16	0.6842105263157895
掩埋	3	16	0.6842105263157895
微波	3	16	0.6842105263157895
征程	3	16	0.6842105263157895
无怨无悔	3	16	0.6842105263157895
密集	3	16	0.6842105263157895
跌宕起伏	3	16	0.6842105263157895
歌词	3	16	0.6842105263157895
浮生	3	16	0.6842105263157895
相隔	3	16	0.6842105263157895
谷雨	3	16	0.6842105263157895
毁灭	3	16	0.6842105263157895
夜景	3	16	0.6842105263157895
纵	3	16	0.6842105263157895
情	89	472	0.6827094474153298
花	206	1092	0.6825885978428351
心灵	82	432	0.6809338521400778
歌	41	216	0.6809338521400778
脸庞	16	84	0.68
树木	16	84	0.68
夜晚	43	224	0.6779026217228464
温暖	96	500	0.6778523489932886
能否	10	52	0.6774193548387096
大雪	10	52	0.6774193548387096
融化	10	52	0.6774193548387096
依稀	10	52	0.6774193548387096
树	88	456	0.6764705882352942
滚滚	14	72	0.6744186046511628
五月	14	72	0.6744186046511628
鲜活	7	36	0.6744186046511628
舒畅	7	36	0.6744186046511628
来年	7	36	0.6744186046511628
夹杂	7	36	0.6744186046511628
边缘	7	36	0.6744186046511628
黯然	7	36	0.6744186046511628
意境	7	36	0.6744186046511628
张扬	7	36	0.6744186046511628
跳跃	7	36	0.6744186046511628
青蛙	7	36	0.6744186046511628
灵犀	7	36	0.6744186046511628
念	39	200	0.6736401673640168
般	100	512	0.673202614379085
一身	11	56	0.6716417910447762
跳动	11	56	0.6716417910447762
悲	11	56	0.6716417910447762
脚印	15	76	0.6703296703296703
耀眼	15	76	0.6703296703296703
树叶	15	76	0.6703296703296703
泛	23	116	0.6690647482014388
美丽	140	704	0.6682464454976303
轻	67	336	0.6674937965260546
远处	28	140	0.6666666666666666
融入	16	80	0.6666666666666666
拥抱	16	80	0.6666666666666666
小河	16	80	0.6666666666666666
水流	12	60	0.6666666666666666
峡谷	8	40	0.6666666666666666
悲凉	8	40	0.6666666666666666
曲子	8	40	0.6666666666666666
清明	8	40	0.6666666666666666
真切	8	40	0.6666666666666666
欢	8	40	0.6666666666666666
无暇	8	40	0.6666666666666666
掩盖	8	40	0.6666666666666666
沉沉	8	40	0.6666666666666666
靓丽	4	20	0.6666666666666666
火炉	4	20	0.6666666666666666
一线	4	20	0.6666666666666666
宏伟	4	20	0.6666666666666666
河滩	4	20	0.6666666666666666
稀疏	4	20	0.6666666666666666
走遍	4	20	0.6666666666666666
无端	4	20	0.6666666666666666
春夏秋冬	4	20	0.6666666666666666
暖意	4	20	0.6666666666666666
蜕变	4	20	0.6666666666666666
叩	4	20	0.6666666666666666
兜兜转转	4	20	0.6666666666666666
甘	4	20	0.6666666666666666
念念不忘	4	20	0.6666666666666666
一无所有	4	20	0.6666666666666666
迎面	4	20	0.6666666666666666
红霞	4	20	0.6666666666666666
扭动	4	20	0.6666666666666666
成片	4	20	0.6666666666666666
蕴藏	4	20	0.6666666666666666
何物	4	20	0.6666666666666666
颠	4	20	0.6666666666666666
意象	4	20	0.6666666666666666
缘份	4	20	0.6666666666666666
芳草	4	20	0.6666666666666666
游船	4	20	0.6666666666666666
燥热	4	20	0.6666666666666666
衬托	4	20	0.6666666666666666
不甘	4	20	0.6666666666666666
倾斜	4	20	0.6666666666666666
睡意	4	20	0.6666666666666666
人来人往	4	20	0.6666666666666666
狭窄	4	20	0.6666666666666666
照射	4	20	0.6666666666666666
半山腰	4	20	0.6666666666666666
落下	4	20	0.6666666666666666
躯体	4	20	0.6666666666666666
陡然	4	20	0.6666666666666666
复	4	20	0.6666666666666666
树上	17	84	0.6633663366336634
嬉戏	13	64	0.6623376623376623
凄凉	13	64	0.6623376623376623
而今	13	64	0.6623376623376623
望	96	472	0.6619718309859155
雨水	22	108	0.6615384615384615
青春	67	328	0.660759493670886
颜色	27	132	0.660377358490566
闪烁	27	132	0.660377358490566
生长	27	132	0.660377358490566
远离	18	88	0.660377358490566
镜	9	44	0.660377358490566
痴迷	9	44	0.660377358490566
半点	9	44	0.660377358490566
往日	14	68	0.6585365853658537
风光	19	92	0.6576576576576577
世间	29	140	0.6568047337278107
冰冷	15	72	0.6551724137931034
大雨	10	48	0.6551724137931034
游子	10	48	0.6551724137931034
影像	5	24	0.6551724137931034
潮	5	24	0.6551724137931034
川	5	24	0.6551724137931034
灌木	5	24	0.6551724137931034
撩拨	5	24	0.6551724137931034
兰花	5	24	0.6551724137931034
夜风	5	24	0.6551724137931034
举杯	5	24	0.6551724137931034
别致	5	24	0.6551724137931034
溪	5	24	0.6551724137931034
净化	5	24	0.6551724137931034
盛宴	5	24	0.6551724137931034
峰	5	24	0.6551724137931034
赴	5	24	0.6551724137931034
烙	5	24	0.6551724137931034
默然	5	24	0.6551724137931034
篇章	5	24	0.6551724137931034
热泪	5	24	0.6551724137931034
屋后	5	24	0.6551724137931034
高低	5	24	0.6551724137931034
看透	5	24	0.6551724137931034
相连	5	24	0.6551724137931034
漫山遍野	5	24	0.6551724137931034
遮住	5	24	0.6551724137931034
华夏	5	24	0.6551724137931034
剑	5	24	0.6551724137931034
浓烈	5	24	0.6551724137931034
梅	5	24	0.6551724137931034
怜惜	5	24	0.6551724137931034
弯弯	5	24	0.6551724137931034
半空	5	24	0.6551724137931034
鸣叫	5	24	0.6551724137931034
天明	5	24	0.6551724137931034
汹涌	5	24	0.6551724137931034
燃烧	16	76	0.6521739130434783
许	27	128	0.6516129032258065
香气	11	52	0.6507936507936508
湿润	11	52	0.6507936507936508
此生	11	52	0.6507936507936508
竹林	11	52	0.6507936507936508
纯真	11	52	0.6507936507936508
隐藏	11	52	0.6507936507936508
照耀	11	52	0.6507936507936508
足迹	11	52	0.6507936507936508
划	30	140	0.6470588235294118
卷	24	112	0.6470588235294118
昔日	12	56	0.6470588235294118
君子	6	28	0.6470588235294118
罩	6	28	0.6470588235294118
划破	6	28	0.6470588235294118
肌肤	6	28	0.6470588235294118
彷徨	6	28	0.6470588235294118
张望	6	28	0.6470588235294118
团圆	6	28	0.6470588235294118
撩	6	28	0.6470588235294118
山峰	6	28	0.6470588235294118
屏障	6	28	0.6470588235294118
喧闹	6	28	0.6470588235294118
知晓	6	28	0.6470588235294118
红花	6	28	0.6470588235294118
痴心	6	28	0.6470588235294118
并肩	6	28	0.6470588235294118
终	50	232	0.6453900709219859
细细	25	116	0.6453900709219859
草	44	204	0.6451612903225806
剪	19	88	0.6448598130841121
如	349	1616	0.6447837150127227
擦肩而过	13	60	0.6438356164383562
穿梭	13	60	0.6438356164383562
小镇	13	60	0.6438356164383562
株	20	92	0.6428571428571429
遇见	47	216	0.6425855513307985
吹	91	416	0.6410256410256411
草原	14	64	0.6410256410256411
种子	14	64	0.6410256410256411
然	14	64	0.6410256410256411
抑或	7	32	0.6410256410256411
桥头	7	32	0.6410256410256411
紫色	7	32	0.6410256410256411
庄严	7	32	0.6410256410256411
轻快	7	32	0.6410256410256411
澎湃	7	32	0.6410256410256411
悬挂	7	32	0.6410256410256411
分外	7	32	0.6410256410256411
累累	7	32	0.6410256410256411
山	93	424	0.6402321083172147
散发	23	104	0.6377952755905512
注定	39	176	0.6372093023255814
心头	39	176	0.6372093023255814
任	39	176	0.6372093023255814
影子	32	144	0.6363636363636364
真情	16	72	0.6363636363636364
采摘	8	36	0.6363636363636364
路途	8	36	0.6363636363636364
老屋	8	36	0.6363636363636364
隧道	8	36	0.6363636363636364
沸腾	8	36	0.6363636363636364
沙滩	8	36	0.6363636363636364
院落	8	36	0.6363636363636364
灿烂	33	148	0.6353591160220995
滴	45	200	0.6326530612244898
细腻	9	40	0.6326530612244898
见证	9	40	0.6326530612244898
布满	9	40	0.6326530612244898
张开	9	40	0.6326530612244898
烟花	9	40	0.6326530612244898
从容	19	84	0.6310679611650486
冷暖	10	44	0.6296296296296297
古朴	10	44	0.6296296296296297
承载	10	44	0.6296296296296297
泛起	10	44	0.6296296296296297
大自然	22	96	0.6271186440677966
君	11	48	0.6271186440677966
春秋	11	48	0.6271186440677966
燕子	11	48	0.6271186440677966
共	34	148	0.6263736263736264
回归	12	52	0.625
山顶	12	52	0.625
山林	12	52	0.625
记忆	135	584	0.6244784422809457
夏日	13	56	0.6231884057971014
洒脱	13	56	0.6231884057971014
欢笑	13	56	0.6231884057971014
迷失	13	56	0.6231884057971014
忘却	13	56	0.6231884057971014
孤独	54	232	0.6223776223776224
纯洁	14	60	0.6216216216216216
流动	14	60	0.6216216216216216
头顶	14	60	0.6216216216216216
苍白	14	60	0.6216216216216216
景	14	60	0.6216216216216216
踏	43	184	0.6211453744493393
冬季	15	64	0.620253164556962
人海	15	64	0.620253164556962
感悟	15	64	0.620253164556962
温度	16	68	0.6190476190476191
忽	16	68	0.6190476190476191
青	17	72	0.6179775280898876
惬意	17	72	0.6179775280898876
点点滴滴	17	72	0.6179775280898876
夜	86	364	0.6177777777777778
泪	52	220	0.6176470588235294
时节	35	148	0.6174863387978142
景色	18	76	0.6170212765957447
场	128	540	0.6167664670658682
白色	37	156	0.616580310880829
古老	20	84	0.6153846153846154
仿佛	111	464	0.6139130434782609
心底	46	192	0.6134453781512605
用心	24	100	0.6129032258064516
渴望	24	100	0.6129032258064516
沿着	25	104	0.6124031007751938
穿越	26	108	0.6119402985074627
天上	26	108	0.6119402985074627
颗	75	308	0.608355091383812
空气	48	196	0.6065573770491803
尽	109	444	0.6057866184448463
随	62	252	0.6050955414012739
片	195	792	0.6048632218844985
香	69	280	0.6045845272206304
棵	48	192	0.6
桥	27	108	0.6
披	24	96	0.6
透过	24	96	0.6
平淡	23	92	0.6
黑暗	22	88	0.6
甜蜜	21	84	0.6
想念	21	84	0.6
孤单	20	80	0.6
海洋	17	68	0.6
悠闲	13	52	0.6
鲜花	13	52	0.6
垂	13	52	0.6
漆黑	12	48	0.6
逝去	12	48	0.6
农家	12	48	0.6
白发	11	44	0.6
满眼	11	44	0.6
雪白	11	44	0.6
历程	11	44	0.6
白雪	10	40	0.6
缓缓地	10	40	0.6
画家	10	40	0.6
一阵阵	10	40	0.6
抵	10	40	0.6
展示	10	40	0.6
日夜	10	40	0.6
诱人	10	40	0.6
相似	10	40	0.6
悬	10	40	0.6
庄稼	10	40	0.6
知足	9	36	0.6
五颜六色	9	36	0.6
纠缠	9	36	0.6
辜负	9	36	0.6
奔赴	9	36	0.6
灯笼	9	36	0.6
龙	9	36	0.6
痴情	8	32	0.6
仙女	8	32	0.6
疑	8	32	0.6
任凭	8	32	0.6
土壤	8	32	0.6
顺势	8	32	0.6
粉色	8	32	0.6
爱意	8	32	0.6
隐约	8	32	0.6
虚幻	8	32	0.6
年复一年	8	32	0.6
融合	8	32	0.6
匹	8	32	0.6
一角	8	32	0.6
日出	8	32	0.6
独有	7	28	0.6
失意	7	28	0.6
滚动	7	28	0.6
慵懒	7	28	0.6
青岛	7	28	0.6
大大小小	7	28	0.6
空虚	7	28	0.6
视野	7	28	0.6
温	7	28	0.6
晃动	7	28	0.6
落入	7	28	0.6
四面	7	28	0.6
睡梦	7	28	0.6
浸泡	7	28	0.6
轨迹	7	28	0.6
碰撞	7	28	0.6
村落	7	28	0.6
山头	6	24	0.6
酸甜苦辣	6	24	0.6
流失	6	24	0.6
兮	6	24	0.6
领略	6	24	0.6
干涸	6	24	0.6
呜咽	6	24	0.6
淡忘	6	24	0.6
无穷	6	24	0.6
释怀	6	24	0.6
浇灌	6	24	0.6
悄无声息	6	24	0.6
织	6	24	0.6
使者	6	24	0.6
空旷	6	24	0.6
远古	6	24	0.6
流下	6	24	0.6
体味	6	24	0.6
淋漓尽致	6	24	0.6
贫瘠	6	24	0.6
笔直	6	24	0.6
笔下	6	24	0.6
徐徐	6	24	0.6
心旷神怡	6	24	0.6
辽阔	6	24	0.6
未知	6	24	0.6
外衣	5	20	0.6
羊群	5	20	0.6
海里	5	20	0.6
艳丽	5	20	0.6
关闭	5	20	0.6
告白	5	20	0.6
意犹未尽	5	20	0.6
化为	5	20	0.6
帷幕	5	20	0.6
空洞	5	20	0.6
盛世	5	20	0.6
往年	5	20	0.6
情调	5	20	0.6
怒吼	5	20	0.6
苏轼	5	20	0.6
心神	5	20	0.6
禅	5	20	0.6
触碰	5	20	0.6
海浪	5	20	0.6
簇拥	5	20	0.6
清闲	5	20	0.6
谱	5	20	0.6
归途	5	20	0.6
上方	5	20	0.6
清纯	5	20	0.6
逍遥	5	20	0.6
惜	5	20	0.6
来去	5	20	0.6
团团	5	20	0.6
势	5	20	0.6
疲倦	5	20	0.6
脸颊	5	20	0.6
心声	5	20	0.6
忘掉	5	20	0.6
极致	5	20	0.6
不屈	5	20	0.6
游荡	5	20	0.6
手掌	5	20	0.6
羁绊	5	20	0.6
沧海	5	20	0.6
农人	5	20	0.6
人儿	5	20	0.6
千古	5	20	0.6
翻过	4	16	0.6
阻碍	4	16	0.6
纷繁	4	16	0.6
大漠	4	16	0.6
连环	4	16	0.6
灰蒙蒙	4	16	0.6
地毯	4	16	0.6
稀	4	16	0.6
辨	4	16	0.6
虚拟	4	16	0.6
熄灭	4	16	0.6
对白	4	16	0.6
扑面而来	4	16	0.6
终结	4	16	0.6
渡	4	16	0.6
杆	4	16	0.6
世态炎凉	4	16	0.6
冰天雪地	4	16	0.6
崎岖	4	16	0.6
青石	4	16	0.6
面容	4	16	0.6
风筝	4	16	0.6
所属	4	16	0.6
逶迤	4	16	0.6
平地	4	16	0.6
止步	4	16	0.6
跨越	4	16	0.6
石块	4	16	0.6
火花	4	16	0.6
钓	4	16	0.6
境	4	16	0.6
淋湿	4	16	0.6
生于	4	16	0.6
城堡	4	16	0.6
挥动	4	16	0.6
更是	4	16	0.6
辛劳	4	16	0.6
正直	4	16	0.6
螃蟹	4	16	0.6
美梦	4	16	0.6
尖锐	4	16	0.6
毛茸茸	4	16	0.6
镀	4	16	0.6
发亮	4	16	0.6
折断	4	16	0.6
栩栩如生	4	16	0.6
华灯	4	16	0.6
金秋	4	16	0.6
山脉	4	16	0.6
汇聚	4	16	0.6
际遇	4	16	0.6
觉察	4	16	0.6
禅意	4	16	0.6
反侧	4	16	0.6
遗留	4	16	0.6
导演	4	16	0.6
风声	4	16	0.6
播种	4	16	0.6
朗朗	4	16	0.6
必经	4	16	0.6
醉意	4	16	0.6
西山	4	16	0.6
神态	3	12	0.6
燕	3	12	0.6
茁壮	3	12	0.6
勃发	3	12	0.6
美不胜收	3	12	0.6
再现	3	12	0.6
各异	3	12	0.6
上扬	3	12	0.6
骨髓	3	12	0.6
炉	3	12	0.6
阴郁	3	12	0.6
浩浩荡荡	3	12	0.6
阻断	3	12	0.6
魂牵梦萦	3	12	0.6
忘怀	3	12	0.6
绽开	3	12	0.6
零星	3	12	0.6
衍生	3	12	0.6
波动	3	12	0.6
留香	3	12	0.6
军旅	3	12	0.6
魂牵梦绕	3	12	0.6
打伞	3	12	0.6
坦荡	3	12	0.6
叮咛	3	12	0.6
察	3	12	0.6
一声声	3	12	0.6
悉数	3	12	0.6
序	3	12	0.6
持久	3	12	0.6
坑坑洼洼	3	12	0.6
厮守	3	12	0.6
停停	3	12	0.6
柔韧	3	12	0.6
一心一意	3	12	0.6
古时	3	12	0.6
苍天	3	12	0.6
会心	3	12	0.6
携带	3	12	0.6
冠	3	12	0.6
枝桠	3	12	0.6
俯	3	12	0.6
簌簌	3	12	0.6
三两	3	12	0.6
太阳光	3	12	0.6
松软	3	12	0.6
斜坡	3	12	0.6
富足	3	12	0.6
沦陷	3	12	0.6
镶	3	12	0.6
隆隆	3	12	0.6
涉	3	12	0.6
手套	3	12	0.6
始终如一	3	12	0.6
酒香	3	12	0.6
窑洞	3	12	0.6
通道	3	12	0.6
淘	3	12	0.6
暖暖的	3	12	0.6
调子	3	12	0.6
风范	3	12	0.6
古往今来	3	12	0.6
本该	3	12	0.6
想像	3	12	0.6
推向	3	12	0.6
水下	3	12	0.6
揣摩	3	12	0.6
美酒	3	12	0.6
依托	3	12	0.6
盖头	3	12	0.6
花纹	3	12	0.6
只求	3	12	0.6
姻缘	3	12	0.6
心念	3	12	0.6
此情此景	3	12	0.6
胸襟	3	12	0.6
挺直	3	12	0.6
长袖	3	12	0.6
上身	3	12	0.6
庇护	3	12	0.6
洱海	3	12	0.6
脖颈	3	12	0.6
下水	3	12	0.6
微小	3	12	0.6
畅游	3	12	0.6
飞行	3	12	0.6
书院	3	12	0.6
润泽	3	12	0.6
扁	3	12	0.6
拔地而起	3	12	0.6
青葱	3	12	0.6
扩散	3	12	0.6
骚扰	3	12	0.6
塘	3	12	0.6
神往	3	12	0.6
仓促	3	12	0.6
裤袋	2	8	0.6
种族	2	8	0.6
来访	2	8	0.6
走失	2	8	0.6
随行	2	8	0.6
接吻	2	8	0.6
欲罢不能	2	8	0.6
香客	2	8	0.6
山寺	2	8	0.6
案头	2	8	0.6
素	2	8	0.6
无所畏惧	2	8	0.6
南疆	2	8	0.6
无毒	2	8	0.6
祸害	2	8	0.6
趋于	2	8	0.6
娇俏	2	8	0.6
调换	2	8	0.6
隐身	2	8	0.6
淮北	2	8	0.6
爱河	2	8	0.6
雨夜	2	8	0.6
心心相印	2	8	0.6
展望	2	8	0.6
隐秘	2	8	0.6
笑颜	2	8	0.6
色彩缤纷	2	8	0.6
荒野	2	8	0.6
比不上	2	8	0.6
坠入	2	8	0.6
草堆	2	8	0.6
明快	2	8	0.6
宫殿	2	8	0.6
锤炼	2	8	0.6
洪亮	2	8	0.6
驿动	2	8	0.6
浓重	2	8	0.6
车顶	2	8	0.6
放肆	2	8	0.6
尔虞我诈	2	8	0.6
热带	2	8	0.6
对错	2	8	0.6
精美绝伦	2	8	0.6
杯中	2	8	0.6
羞耻	2	8	0.6
墙根	2	8	0.6
颓然	2	8	0.6
碎裂	2	8	0.6
俗气	2	8	0.6
淅淅	2	8	0.6
行者	2	8	0.6
活灵活现	2	8	0.6
桔子	2	8	0.6
永安	2	8	0.6
马尾辫	2	8	0.6
睫毛	2	8	0.6
驻守	2	8	0.6
时值	2	8	0.6
冰霜	2	8	0.6
独独	2	8	0.6
此间	2	8	0.6
古刹	2	8	0.6
金子	2	8	0.6
霓虹	2	8	0.6
浓缩	2	8	0.6
胶卷	2	8	0.6
沾满	2	8	0.6
仙	2	8	0.6
蹚	2	8	0.6
不复存在	2	8	0.6
淇河	2	8	0.6
岔河	2	8	0.6
恪守	2	8	0.6
呼哧	2	8	0.6
三角形	2	8	0.6
磕碰	2	8	0.6
冲浪	2	8	0.6
打瞌睡	2	8	0.6
艳艳	2	8	0.6
惊诧	2	8	0.6
爽爽	2	8	0.6
木耳	2	8	0.6
调和	2	8	0.6
一张张	2	8	0.6
蚕	2	8	0.6
对称	2	8	0.6
街口	2	8	0.6
壮实	2	8	0.6
艰难险阻	2	8	0.6
洁	2	8	0.6
凝	2	8	0.6
高温	2	8	0.6
泣不成声	2	8	0.6
多愁善感	2	8	0.6
青烟	2	8	0.6
木偶	2	8	0.6
扬帆	2	8	0.6
口腔	2	8	0.6
风吹日晒	2	8	0.6
躁	2	8	0.6
铮铮	2	8	0.6
青海湖	2	8	0.6
撮	2	8	0.6
彩	2	8	0.6
成品	2	8	0.6
禅房	2	8	0.6
欧阳修	2	8	0.6
游历	2	8	0.6
孤立	2	8	0.6
人声鼎沸	2	8	0.6
沦为	2	8	0.6
室内	2	8	0.6
气概	2	8	0.6
刺痛	2	8	0.6
南北朝	2	8	0.6
色调	2	8	0.6
横冲直撞	2	8	0.6
看客	2	8	0.6
凭栏	2	8	0.6
久别重逢	2	8	0.6
真人	2	8	0.6
白花花	2	8	0.6
垂杨柳	2	8	0.6
征途	2	8	0.6
结冰	2	8	0.6
含辛茹苦	2	8	0.6
取代	2	8	0.6
万象	2	8	0.6
沙城	2	8	0.6
欣欣	2	8	0.6
打滚	2	8	0.6
涉足	2	8	0.6
恻	2	8	0.6
人迹罕至	2	8	0.6
自知	2	8	0.6
乔木	2	8	0.6
母体	2	8	0.6
一百二十	2	8	0.6
忽而	2	8	0.6
打柴	2	8	0.6
境况	2	8	0.6
飞跃	2	8	0.6
跑道	2	8	0.6
探寻	2	8	0.6
乳汁	2	8	0.6
深蓝色	2	8	0.6
雷鸣	2	8	0.6
万家灯火	2	8	0.6
侥幸	2	8	0.6
污浊	2	8	0.6
怯生生	2	8	0.6
躯	2	8	0.6
消解	2	8	0.6
席卷	2	8	0.6
有情人	2	8	0.6
海阔天空	2	8	0.6
奏	2	8	0.6
环视	2	8	0.6
飞越	2	8	0.6
引人注目	2	8	0.6
冥想	2	8	0.6
杂草丛生	2	8	0.6
唧唧	2	8	0.6
鹊桥	2	8	0.6
芳菲尽	2	8	0.6
倍增	2	8	0.6
阶	2	8	0.6
发狂	2	8	0.6
裂开	2	8	0.6
合唱	2	8	0.6
长眠	2	8	0.6
百般	2	8	0.6
马蹄	2	8	0.6
新娘子	2	8	0.6
抄写	2	8	0.6
才华横溢	2	8	0.6
院墙	2	8	0.6
河西	2	8	0.6
孤身	2	8	0.6
颗颗	2	8	0.6
圈圈	2	8	0.6
痛彻	2	8	0.6
龙门	2	8	0.6
叛逆	2	8	0.6
母亲河	2	8	0.6
政	2	8	0.6
盛装	2	8	0.6
天宇	2	8	0.6
念想	2	8	0.6
拇指	2	8	0.6
臂	2	8	0.6
山山水水	2	8	0.6
污秽	2	8	0.6
历尽	2	8	0.6
被窝	2	8	0.6
风度	2	8	0.6
独居	2	8	0.6
来路	2	8	0.6
转来转去	2	8	0.6
瓦屋	2	8	0.6
观摩	2	8	0.6
如期而至	2	8	0.6
奇遇	2	8	0.6
平实	2	8	0.6
迎春	2	8	0.6
遮盖	2	8	0.6
江边	2	8	0.6
岭	2	8	0.6
引路	2	8	0.6
昆虫	2	8	0.6
指甲	2	8	0.6
苦海	2	8	0.6
欢愉	2	8	0.6
千疮百孔	2	8	0.6
鸟叫	2	8	0.6
击	2	8	0.6
孤影	2	8	0.6
卷入	2	8	0.6
杜牧	2	8	0.6
疲累	2	8	0.6
虚无	2	8	0.6
隐没	2	8	0.6
人头攒动	2	8	0.6
上涨	2	8	0.6
某日	2	8	0.6
行云流水	2	8	0.6
面带微笑	2	8	0.6
黄土地	2	8	0.6
畅	2	8	0.6
覆	2	8	0.6
备战	2	8	0.6
大观	2	8	0.6
不解之缘	2	8	0.6
摇动	2	8	0.6
做作	2	8	0.6
谈笑	2	8	0.6
绿茵	2	8	0.6
自顾	2	8	0.6
无望	2	8	0.6
标致	2	8	0.6
得意扬扬	2	8	0.6
吹动	2	8	0.6
百感交集	2	8	0.6
无憾	2	8	0.6
擦亮	2	8	0.6
臂膀	2	8	0.6
